,Poverty Thresholds 1986,,,,,,,,,
,,,,,,,,,,
,"(Use landscape & legal printer options to print this table)
Poverty Thresholds for 1986 by Size of Family and Number of Related Children Under 18 Years (Dollars)",,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Size of family unit,"Weighted
Average
Thresholds",Related children under 18 years,,,,,,,,
,,None,One,Two,Three,Four,Five,Six,Seven,"Eight
or
more"
One person (unrelated individual)......,"$5,572 ",,,,,,,,,
Under 65 years......,"5,701","5,701",,,,,,,,
65 years and over......,"5,255","5,255",,,,,,,,
,,,,,,,,,,
Two persons......,"7,138",,,,,,,,,
Householder under 65 years......,"7,372","7,338","7,553",,,,,,,
Householder 65 years and over......,"6,630","6,623","7,524",,,,,,,
,,,,,,,,,,
Three persons......,"8,737","8,571","8,820","8,829",,,,,,
Four persons......,"11,203","11,302","11,487","11,113","11,151",,,,,
Five persons......,"13,259","13,630","13,828","13,405","13,077","12,877",,,,
Six persons......,"14,986","15,677","15,739","15,415","15,104","14,642","14,368",,,
Seven persons......,"17,049","18,039","18,151","17,763","17,492","16,988","16,400","15,755",,
Eight persons......,"18,791","20,175","20,353","19,986","19,665","19,210","18,632","18,030","17,877",
Nine persons or more......,"22,497","24,269","24,386","24,062","23,790","23,343","22,728","22,171","22,033","21,185"
Source:U.S. Census Bureau,,,,,,,,,,
