,Poverty Thresholds 1985,,,,,,,,,
,,,,,,,,,,
,"(Use landscape & legal printer options to print this table)
Poverty Thresholds for 1985 by Size of Family and Number of Related Children Under 18 Years (Dollars)",,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Size of family unit,"Weighted
Average
Thresholds",Related children under 18 years,,,,,,,,
,,None,One,Two,Three,Four,Five,Six,Seven,"Eight
or
more"
One person (unrelated individual)......,"$5,469 ",,,,,,,,,
Under 65 years......,"5,593","5,593",,,,,,,,
65 years and over......,"5,156","5,156",,,,,,,,
,,,,,,,,,,
Two persons......,"6,998",,,,,,,,,
Householder under 65 years......,"7,231","7,199","7,410",,,,,,,
Householder 65 years and over......,"6,503","6,498","7,382",,,,,,,
,,,,,,,,,,
Three persons......,"8,573","8,410","8,654","8,662",,,,,,
Four persons......,"10,989","11,089","11,270","10,903","10,941",,,,,
Five persons......,"13,007","13,373","13,567","13,152","12,830","12,634",,,,
Six persons......,"14,696","15,381","15,442","15,124","14,819","14,365","14,097",,,
Seven persons......,"16,656","17,698","17,808","17,428","17,162","16,667","16,090","15,457",,
Eight persons......,"18,512","19,794","19,969","19,609","19,294","18,847","18,280","17,690","17,540",
Nine persons or more......,"22,083","23,811","23,926","23,608","23,341","22,902","22,298","21,753","21,617","20,785"
Source:U.S. Census Bureau,,,,,,,,,,
